candidate_id,response_delay_hours,number_of_active_offers,past_job_switches,avg_tenure_months,notice_period_days,salary_expectation_lpa,salary_offered_lpa,salary_hike_percent,interview_sentiment,communication_score,technical_score,background_verified,joined
1354,31.00611761973289,1,2,6,60,8.184079450276982,8.320899734030272,1.6717858689489984,0.5535289621161336,76,80,1,1
1355,16.004023286381138,0,1,31,0,14.420938651268973,15.906516405870326,10.301533003683012,0.0779744235218115,32,54,1,1
1356,49.6057521904264,1,2,13,30,22.905817569681524,23.750046451535972,3.685652691881568,0.5265265331751754,59,62,1,1
1357,55.43108351088899,0,5,21,30,10.769456961529702,12.140894573354911,12.734510353903763,0.7911897655632999,96,80,0,0
1358,13.144768832496595,3,3,43,15,17.69230692212176,16.301449030327227,-7.86137103497486,0.08119459082032432,91,45,1,0
1359,7.778589770043406,2,2,15,0,18.871185442552623,20.83190471708973,10.39001646455068,0.88973897623042,66,82,1,0
1360,21.536330926581822,1,3,47,30,20.352167962777273,21.312667420004825,4.719396277508324,0.5783066494477291,51,46,1,1
1361,58.429342548566375,0,2,42,60,15.842413616340227,17.646337005873985,11.386670195715315,0.9506244692703166,60,96,1,1
1362,5.677461574800589,1,4,31,90,12.451558743858362,13.310882425308462,6.901334195399067,0.14814121772237565,75,85,1,1
1363,23.410114984789814,1,3,33,0,24.30733576477843,24.64011146209119,1.369034025501706,0.9935649993533152,74,99,1,1
1364,23.963472005413042,2,1,17,0,16.837945819359906,21.24347920820417,26.164316218305434,0.6442728659696768,43,87,1,1
1365,31.70232036304453,0,4,25,30,19.299869444298686,18.796258561632637,-2.6094004631457177,0.5674941994810628,41,54,1,1
1366,3.38557511286385,2,5,19,30,11.244639759613445,13.184859960454125,17.25462302322238,0.5152796241120854,92,91,1,0
1367,30.195957819050637,0,2,40,30,18.068932801064683,22.944976791562777,26.985788503296554,0.023654373098312753,67,48,1,1
1368,57.53407695094188,1,5,34,60,9.413750905446644,10.500737743192241,11.546798387417324,0.9396391915495781,76,90,1,1
1369,4.7535494587234695,0,3,17,15,9.147035268101359,11.438947483011194,25.05633954317928,0.6439944728541983,83,69,1,1
1370,6.509030200491887,1,4,23,30,19.009166237997952,18.057578617637404,-5.00594086266863,0.09162648449929123,84,83,1,1
1371,85.30024893267628,0,5,7,15,14.949289461521637,16.407077019134213,9.751550810256322,0.020952170294524897,77,82,1,1
1372,4.79143331412379,0,1,7,15,18.348808818870182,19.868275735757273,8.281011219237557,0.05078363923675133,44,67,1,1
1373,46.24295442615979,0,3,22,0,9.658208305709925,8.723752726961797,-9.675247718520204,0.6093957634322407,45,69,1,1
1374,16.267702621285178,0,4,15,90,16.573190162191338,17.85434642962645,7.730293654373388,0.6140154148945852,72,47,1,1
1375,6.815927279864891,1,5,23,90,13.322606643765363,13.956921293040793,4.761190255303925,0.4996672917814411,36,74,1,1
1376,49.104144041876374,0,4,27,60,16.53616602375609,19.312910607373137,16.791949110984604,0.30676582065295155,72,90,1,1
1377,14.144095813438938,0,4,24,60,10.108474377128607,12.891659949030744,27.533191143060737,0.5317427316146414,57,74,0,1
1378,17.357516858426834,1,5,6,90,19.0244702366316,17.77487521505218,-6.568356469518537,0.5163018208762579,95,96,1,1
1379,10.682159020267388,0,0,29,90,20.924516689348778,21.572979068085008,3.099055468584933,0.019415559876565625,89,65,1,1
1380,21.571712224441885,2,2,41,0,9.458245951012197,10.192450757689567,7.762589495770065,0.28246923032749804,32,69,0,1
1381,4.285375142823153,2,3,30,0,10.313031756968483,11.159465084862154,8.207415121375325,0.05318534146714948,30,74,0,0
1382,11.905701752723365,0,3,41,90,17.884239664100953,21.63856879433807,20.992388833690175,0.9001547514476554,60,77,1,1
1383,83.69179300370746,1,3,36,30,18.60728866037443,20.046716252305686,7.735826633337621,0.7252231627851354,85,50,1,1
1384,7.166061130176148,1,4,36,30,18.78609337234645,17.111585933200917,-8.913547941853867,0.9961151701929123,75,59,1,1
1385,25.662177228410464,0,5,7,0,18.336668600292573,21.711379121967138,18.40416378371325,0.3021712633052879,61,85,1,1
1386,9.43978090533425,1,2,24,15,12.248962056003315,15.359363995148708,25.393187805826866,0.8784858477569103,47,70,1,0
1387,35.637400576971956,1,1,17,90,12.291927162477245,13.589486164275275,10.556188501986918,0.6030542679324817,97,73,1,1
1388,3.366402710643282,0,3,15,60,9.351170096532009,10.589670939257603,13.244340867940227,0.4531254069036049,64,51,0,0
1389,84.0146509061856,0,5,36,30,7.293507697823623,7.039508196791943,-3.4825424412381554,0.2225731112886351,52,87,1,0
1390,14.514022131953707,1,2,27,15,18.54412496733502,18.326386859266425,-1.17416221284172,0.7383921652861428,42,67,0,1
1391,6.462085043945286,0,2,28,30,5.956964505418569,5.921628361755157,-0.5931904350155238,0.9041407489043,43,42,1,1
1392,1.8321053413424897,0,0,28,15,23.693638022522414,25.406611993847715,7.229678995251818,0.23530839807537074,66,92,1,1
1393,4.464910562510254,1,5,20,90,21.360412377100477,27.154597005056804,27.125808835825694,0.17539033497361256,34,87,1,0
1394,17.603960290309956,0,3,31,90,22.007620539102376,24.400154944770247,10.871390668595446,0.696221915004867,51,81,1,1
1395,9.863641915324,0,4,8,90,23.040045106918996,22.506415960375932,-2.3160941919458873,0.9769731627255192,57,91,1,1
1396,42.36983721893178,0,2,28,0,12.580704385188042,12.66166240486574,0.6435094347579997,0.749955101104078,33,44,1,1
1397,13.528252576454218,0,2,25,15,21.78071519035842,22.948292467844507,5.360601189087363,0.2845807390476489,79,52,1,1
1398,6.863261687420424,0,1,45,60,7.319287306124636,8.412083179198792,14.93035902771197,0.41995542414778564,58,51,1,1
1399,23.042373997763228,1,0,44,60,4.454477686772949,4.793077062694331,7.601326120160231,0.3843176354583717,66,98,0,1
1400,29.443742567024277,0,2,13,90,20.482719287940853,21.649782390857023,5.69779376707699,0.8520950180470455,64,40,1,0
1401,4.3865267444603235,0,2,23,60,5.570729607935725,6.272036781018465,12.58914401595978,0.7713707788722238,49,91,1,1
1402,4.403166483138257,3,4,46,30,24.759018013844354,24.678155011042147,-0.32660020182137905,0.5889754347615201,64,82,1,0
1403,0.8966574722275857,0,4,11,15,18.170725021632677,16.92714438724596,-6.8438690966167,0.27495911039690324,31,97,1,1
1404,31.999922898956015,0,1,32,15,19.822443915084214,18.033780078091276,-9.023427407111116,0.9379885277220562,87,58,1,0
1405,26.161500603530378,0,5,41,15,9.161880981835186,9.166495504164184,0.0503665386850903,0.6533152247691466,47,68,1,1
1406,15.447700071247027,1,1,20,30,18.15117327231345,17.001057097930065,-6.336318634221254,0.9704766464417824,85,86,1,1
1407,44.6158197762276,2,1,42,0,4.9076186823541015,5.07710945461446,3.4536255408306626,0.5801170330420308,93,89,1,1
1408,39.31675970806443,1,4,10,30,21.594340118395618,26.11130201033375,20.917341614390228,0.821192758363614,81,87,1,1
1409,21.127944327262117,0,5,44,15,7.562105953663021,8.972572806756554,18.651773219473537,0.8131053793945268,51,78,1,1
1410,48.648255036696064,1,4,14,15,18.644519403509182,21.33624823004272,14.437104911521152,0.3373287768335921,89,81,1,1
1411,5.531324408893765,0,0,12,15,8.714090525887295,10.814187192701276,24.100009755179155,0.9640207229572282,39,64,1,1
1412,2.8486325133668298,0,3,46,60,5.437516557946898,5.5072638537203105,1.282704981771084,0.02194146759756399,35,55,0,1
1413,7.54482733747459,2,3,25,0,14.11136724953728,17.6959579424184,25.40215012119865,0.7687109087674142,35,56,1,0
1414,1.410746561519105,1,0,15,30,7.555010415728578,8.006011808242711,5.969566786767163,0.9655570857640439,57,67,1,1
1415,18.18033702801465,0,3,31,15,19.318323754857545,20.484326144745328,6.0357327306650745,0.33890820328372284,71,78,1,1
1416,66.20114892964719,3,5,9,90,8.988882711053183,9.54745768459425,6.214064545020869,0.648110587790972,70,82,1,0
1417,0.9633219938251736,1,4,43,0,11.191923680952407,10.511877177057348,-6.076225350360749,0.5622232498442106,92,99,1,1
1418,3.125613119594802,1,3,29,90,15.916224276553931,20.535052069332316,29.019619933242236,0.7615073096765237,51,88,1,1
1419,14.444237959246342,1,5,19,0,9.984333829123543,9.539059609172243,-4.4597288869936245,0.8661779216450524,58,44,1,1
1420,65.18900769302387,0,4,46,15,11.937750440409195,12.371738879332762,3.6354289787673855,0.603044569299548,63,40,1,1
1421,9.120614665362888,1,5,6,0,21.12805719184812,21.71372964435897,2.772012813070291,0.8159045863814569,31,42,1,1
1422,16.985340090512285,2,0,22,0,7.76340684078154,7.218972884541358,-7.0128226873316075,0.3122855758892552,55,87,1,1
1423,1.0190815920252407,1,1,29,15,5.7262333791206075,5.502360856950897,-3.9095947955249235,0.22858705870481688,48,63,1,1
1424,3.8537196320740543,0,0,32,90,10.895513487793405,10.0014639817932,-8.205666552584573,0.4306676895328402,49,68,1,1
1425,103.55402602880109,0,3,12,90,12.91191210729144,13.130921344814462,1.6961797424205325,0.6777365995807832,62,54,1,0
1426,80.53930338767782,1,4,14,60,15.395844924867921,19.193426674545965,24.66627696115627,0.18724694893872362,33,43,1,1
1427,0.11885335137186279,0,5,40,90,11.820897619675147,12.243812482434965,3.5776882294953842,0.6803521921518915,61,83,1,1
1428,72.78337916829156,1,3,17,90,20.588145704678908,19.54796531864377,-5.0523267173048305,0.3940936485720673,48,40,1,1
1429,24.461030725644022,0,3,26,0,4.825709241037939,5.589510663950867,15.827754735356708,0.7955752738926319,32,88,1,1
1430,48.58402960743626,1,1,8,60,13.067118302169717,16.969487279101447,29.864036482196415,0.0368358171033033,90,95,1,0
1431,14.555814458208229,3,3,20,15,12.027374207784497,11.942334848634472,-0.7070484187228929,0.6679826378293945,67,54,1,0
1432,17.396065648746507,3,1,26,15,17.599148306944038,17.807318110584873,1.1828402148227743,0.6498223366499677,35,63,1,0
1433,16.10605198821264,2,4,15,30,24.291801289845317,31.30578737154496,28.873882171231546,0.9409354761253144,85,91,1,1
1434,26.380925689574,1,4,38,60,14.717883539206106,14.298578617181374,-2.8489484979805058,0.7133675535640704,69,70,1,1
1435,3.6100189010269723,1,5,11,0,24.724413785776132,27.307759661986537,10.448562698366564,0.7963018964232812,98,59,1,1
1436,0.7303675420793105,1,1,7,30,10.347237293177146,10.304408559112867,-0.4139146793562033,0.9045910158531684,71,49,1,1
1437,8.833634112330742,0,0,34,30,4.648230783391681,5.9169224221638,27.294075916049742,0.6750519182919879,31,50,1,1
1438,29.272760340980145,0,4,45,15,7.478926517004668,9.66732328246899,29.260840583051774,0.2901536349599746,57,57,1,1
1439,5.411113306478649,1,5,38,90,12.297622580265914,15.075398973655128,22.58791384480064,0.8697737995835221,46,73,1,1
1440,26.858841823967495,2,0,9,0,10.643012092959596,10.91881006700912,2.591352632512427,0.7475781194759751,99,67,1,1
1441,84.08712936550103,0,4,9,60,6.038136750650931,6.408848096753268,6.1394990112201935,0.4244376040008935,98,77,1,0
1442,2.366553449322887,0,4,34,30,13.085862261505053,13.04558755600999,-0.3077726533431452,0.7105291726499621,68,55,1,1
1443,26.797898013708867,2,5,42,0,11.100431204850818,13.94550709754817,25.63031868035966,0.8676888771811421,36,63,1,0
1444,14.076908154172166,0,5,25,15,6.575003629606208,8.322792864760004,26.582331107526326,0.9756521313912715,61,78,1,1
1445,48.6247589326444,3,2,46,30,10.218459742850087,10.908698968413955,6.754826489841899,0.9523515039590553,33,94,1,0
1446,4.679546377407451,0,3,28,30,22.615157162463202,26.29268086950121,16.26132279612007,0.3253278267641415,50,90,1,1
1447,28.312557033128492,0,3,23,15,10.343026175276144,9.993651906472472,-3.377872809012243,0.42169371371818176,61,51,1,1
1448,43.700900678343494,0,0,30,15,18.993063888083086,20.398063636404043,7.397436014536356,0.10953660497737128,43,89,1,1
1449,69.44237729712655,0,3,6,15,16.85298867281287,19.42474872219554,15.259964266939892,0.24754428701804598,99,81,1,1
1450,27.59126963963093,0,0,20,0,12.970804410575807,13.673319357327506,5.416124740720778,0.8824212084869503,75,46,1,1
1451,16.50030270267695,0,4,39,0,9.019538372877053,9.40773759321001,4.303981027458389,0.36084992627935897,49,75,1,1
1452,23.086436533222596,0,2,25,0,11.749308686264854,10.579072805046168,-9.960040309322297,0.6205526585948811,87,56,1,1
1453,48.76398982482987,3,2,42,90,16.4342514828919,20.07801075450643,22.171738551084573,0.6659656183070333,77,88,1,1
1454,20.28933820965614,0,4,32,30,11.365817509736454,14.27245535987504,25.573504480857927,0.781829275143312,36,43,1,0
1455,0.7405996256137247,1,5,27,0,8.51282510505887,10.962691983655679,28.77854118183329,0.18280003024563096,69,92,1,1
1456,64.14973217518015,1,1,10,90,6.445717726724274,7.655634080878311,18.77085540276861,0.3048131346144355,88,76,1,1
1457,28.07178086426761,1,1,39,30,22.475105696100872,25.16126121677909,11.951692494795378,0.4483363414581806,65,72,1,1
1458,27.086341053107738,0,3,44,0,13.246572490790019,13.348754006628477,0.7713807923483758,0.36484106123827353,73,58,1,1
1459,5.830367952432574,1,5,8,15,17.129374756601532,22.263387368083094,29.971979038539935,0.9829052328596898,60,93,1,1
1460,25.81288784803413,2,0,22,60,14.298617583872911,16.24181603986642,13.59011418128421,0.8349408032137124,71,65,1,1
1461,12.015637557500611,2,2,29,0,22.323896885517232,26.17391250650752,17.246162893217846,0.47968675462048604,73,94,1,1
1462,25.280427256493674,2,3,29,60,15.485631901412427,18.164064963789457,17.296246478212705,0.8792686260864679,72,50,1,0
1463,2.705113650784705,0,4,8,0,14.09640977693138,17.452775070310373,23.81007183028724,0.3476529475832968,72,70,1,1
1464,25.739815643180556,3,5,12,15,23.416620798855966,21.165557988706574,-9.61309844612323,0.7858283238902646,76,40,1,1
1465,178.60134983290573,0,2,30,60,19.113481516952447,18.886007695297344,-1.1901223827451215,0.22367559810645365,35,79,1,1
1466,1.1859119734632166,0,0,8,90,6.342548054284004,7.396765799990873,16.621360006800572,0.7723220452263659,95,75,1,1
1467,90.71671470149349,2,0,20,15,7.731793685133095,9.727047178721387,25.805829472982705,0.45645340319572836,38,68,0,0
1468,12.537736378910335,0,1,34,60,20.52958012172828,24.10450908314831,17.41355127685425,0.10749932099224235,40,64,1,1
1469,49.104803064378075,0,3,34,60,21.55287774477904,22.96236087193877,6.53965165974722,0.2732624545555823,47,98,1,1
1470,36.600721366423016,1,4,15,15,15.449007410896225,16.138376083866575,4.462219834810463,0.4022746240235646,54,98,1,1
1471,20.08932254223726,1,2,37,15,15.643559785199425,18.696857321059067,19.517920331332807,0.7492929116644371,87,93,1,0
1472,32.187042860463805,1,0,28,15,17.270592219880335,20.664178599996152,19.649507885487733,0.07298271473095086,59,86,1,1
1473,50.591258423000156,1,2,44,30,13.221431259935429,15.10975834142524,14.282319700227623,0.6595469950926396,30,88,1,1
1474,12.426001887568866,1,4,14,90,18.284181593161982,18.587457832651474,1.6586809638934705,0.7160136409328436,92,57,1,1
1475,9.505421394984156,2,2,42,0,6.278106408894729,7.973583925828261,27.006192735621752,0.6539213699257515,58,42,1,0
1476,26.433511612135366,0,3,45,60,24.186864089715115,27.10747574228895,12.075197684745564,0.7606696381675556,95,57,1,1
1477,39.58698823130576,0,1,19,0,19.753251299693353,24.02384383510802,21.619694249933243,0.1781686160228383,82,97,1,1
1478,34.48040085169229,0,2,9,15,17.254658284189148,17.008318788202565,-1.4276695135267272,0.5871033550630373,48,46,1,1
1479,38.36557143474661,1,5,25,90,10.642763197199095,11.043104734840856,3.761631544589108,0.9411449472038799,95,67,1,1
1480,13.727099921805276,3,1,33,90,7.380065236591312,9.223840267142208,24.9831806554937,0.6107842698045377,81,56,0,0
1481,40.86811455326072,1,4,19,30,12.596202240407838,11.589045329483058,-7.995718802401269,0.611336346952953,60,64,1,1
1482,3.073703103685715,2,1,39,15,17.893111552055228,19.770566402506248,10.492612450266499,0.736439642113269,89,57,1,1
1483,18.87205508026279,0,2,18,60,17.307904611885327,18.912039149161817,9.268219193760359,0.33320423212585903,97,91,0,1
1484,0.1386073323900925,2,2,36,30,12.035464256377,14.448479465505127,20.049207556323285,0.7004759013215406,59,79,1,0
1485,9.418300582636508,1,5,38,15,16.879014270495723,17.094348434130143,1.2757508239733004,0.9162338333132151,42,82,1,0
1486,10.954429503100467,0,0,44,30,21.0887142069185,20.82777782559266,-1.2373271256160163,0.010895473025342994,44,42,1,1
1487,12.107208844528017,3,5,33,0,4.5519802190897485,5.783077542118852,27.045313550929347,0.8701130411088653,49,64,1,1
1488,28.535436048747464,1,2,30,15,13.46304200653579,15.19551822982572,12.868386078338597,0.2186183312588591,63,46,1,0
1489,11.806448225073755,0,1,37,60,19.92965979780261,18.771264810131175,-5.812417268653814,0.4559232737003752,49,86,0,1
1490,14.291150053534283,1,5,14,60,15.469033879730922,15.116563665080458,-2.2785535114271527,0.852347800952638,79,49,1,1
1491,6.509055569567471,1,5,33,15,17.68099784651047,22.976994624783405,29.953042380569926,0.823912127456629,56,83,1,1
1492,11.213049613216228,0,0,36,30,14.850204244712183,14.527117238820244,-2.1756401499122986,0.8919274781260559,59,83,1,1
1493,6.187802340793172,0,2,22,90,24.82936543832853,28.409516719516066,14.41902045414716,0.9404167926325261,85,90,0,1
1494,1.8243141181292932,0,2,28,15,5.147052266269803,5.4973155120900135,6.8051231598247375,0.4471569567717586,94,58,0,1
1495,22.19879028764295,0,4,18,60,14.311941257219923,17.950604020673126,25.423963793993444,0.6563638108010069,84,54,0,1
1496,26.478275401705655,2,0,15,0,5.919747531404871,7.115935742278287,20.206743691813106,0.3904784405261067,53,60,1,1
1497,23.18984952356204,0,4,21,60,7.355496804384979,8.376296758977256,13.878055850472638,0.3507167174921658,54,60,1,0
1498,14.944262760406737,2,4,11,90,12.043805358783498,10.891160105515716,-9.570440728080698,0.4315954105976695,82,97,0,0
1499,11.464568274717598,0,4,16,60,7.266341921510234,9.09686484878062,25.191808299738387,0.743076134782676,40,76,1,1
1500,47.76510532547412,1,3,8,90,24.23743048508967,26.124726201954314,7.78669883354865,0.5014407471415528,89,67,1,0
1501,17.569393315238244,0,4,33,15,23.88258531122834,30.39371988900552,27.263106120743082,0.814059674448342,76,84,1,0
1502,15.656505396365986,2,5,46,60,11.05830257063268,12.14440044944717,9.821560514168054,0.7452184771961559,54,71,1,0
1503,0.6234372946083473,2,1,20,30,17.434701952791272,20.53267058040398,17.768979567309025,0.020478461124399328,54,96,1,1
1504,10.017789153859145,0,5,18,30,15.208819732469507,14.109481525031901,-7.228294021334309,0.6302381571061616,46,80,1,1
1505,11.480432757571325,0,5,47,60,21.127326590831142,25.31181886925133,19.806066141071426,0.43657112330859105,41,93,1,1
1506,12.21277234075198,0,2,22,60,17.176357806155785,17.780938333889896,3.51984125247692,0.4566289891511416,81,66,1,1
1507,20.829865316766494,3,3,12,0,4.005301544301804,4.1676909109546,4.054360573271235,0.8183730538698947,40,98,1,1
1508,18.305210504468853,0,4,33,60,20.026662097804515,18.974508091193872,-5.253766211624393,0.5476079860846768,39,62,1,1
1509,22.470032598595672,0,2,43,0,19.683810547218478,18.871712809032008,-4.125714054391909,0.8856218234589471,89,49,1,1
1510,34.744155090885144,2,0,18,0,14.704176816896101,14.326332738324833,-2.569637751751595,0.7128055923916904,83,79,1,0
1511,40.23768963564395,3,0,22,0,22.96129843789413,23.679584508395205,3.128246742856903,0.5528400087640528,92,80,1,1
1512,30.39083385195338,2,2,20,0,23.07737031949843,29.003361283937934,25.678796511024228,0.7545379761511037,49,45,1,0
1513,74.70716940010092,1,1,41,15,15.00214521079234,15.711808117428568,4.730409529203232,0.0383490509254073,34,63,1,0
1514,0.44162026998480064,1,2,33,30,16.76775285512729,19.949351506063817,18.974508262528733,0.027083654828207737,70,57,1,1
1515,5.229117857100311,1,2,20,0,24.92696351041812,23.259324763392712,-6.690099844405134,0.08334932692085206,92,49,1,0
1516,0.18219884475397652,1,3,16,30,10.275224931039768,11.677171685530691,13.643951970879709,0.43756532514714264,85,95,1,1
1517,25.02319023378604,0,0,36,0,10.816962088541025,11.820305551468003,9.275649250817585,0.2354501456269431,61,54,1,1
1518,54.793968241595444,2,0,9,30,7.838251955933424,10.120619076554794,29.11831787818019,0.9842612944157846,56,84,1,0
1519,6.696704262666564,0,4,40,60,22.813205722315228,28.253769925311854,23.84831079515853,0.5422901390113669,97,82,1,1
1520,62.826459989369255,1,5,39,60,19.634256188934593,21.242928279807245,8.193190897546003,0.6624157460811585,77,73,0,1
1521,1.4918376465292953,1,2,32,30,6.21849982627508,7.524739901069302,21.005710561813558,0.27882013624669666,36,47,1,1
1522,65.39349415200283,1,2,15,0,24.61711437515728,24.056225646947677,-2.278450348248901,0.3217969085876088,75,89,1,1
1523,10.398779503356922,0,1,35,15,19.350195871383438,21.767703516495217,12.493453095671121,0.3354619141411559,47,74,1,1
1524,2.5665710734064846,1,0,25,30,21.860964301704467,20.32736567553979,-7.015237777251677,0.6987357051503006,67,94,1,1
1525,15.96678117358588,1,1,34,90,5.01116657263722,5.207782764462007,3.923561290067331,0.4737062076893085,94,66,1,1
1526,7.122205513876125,0,3,34,15,14.604179297785521,14.463174086806639,-0.9655127351131828,0.5176836525300744,46,64,1,1
1527,8.047079822199887,0,4,28,90,18.670564021267825,22.172488312159913,18.75639261300843,0.5920029821593453,67,42,1,1
1528,8.811450891870686,1,1,26,30,15.401878276008667,16.881017316523216,9.603627648574449,0.768811656238217,92,60,1,1
1529,38.992392479170164,0,0,15,0,17.99959677968483,21.607223410671942,20.042819153920412,0.09036974851247814,71,96,1,1
1530,18.592971315318252,0,3,46,90,21.175355335399924,23.422445399682438,10.611817505257813,0.7768739122188216,37,78,0,1
1531,8.95105669808286,1,2,17,30,11.86107832216412,11.085289986751413,-6.5406223139344455,0.5632350688751798,59,71,1,1
1532,22.619154262908296,1,3,35,15,21.822042187992903,26.058727519652965,19.414705989301062,0.6690954448552572,93,89,1,1
1533,30.223481391554433,1,5,38,0,7.421238200071105,9.152551517393368,23.329170559512217,0.327551764840762,38,92,1,1
1534,7.639481812993105,2,1,23,90,9.68860715555387,12.221330080256498,26.141249036511695,0.40938683681644916,86,60,1,1
1535,12.807992015018451,1,0,19,30,4.910258018473841,5.542683431004343,12.879677812268328,0.23116581965392025,88,48,1,0
1536,3.119495028513613,2,1,27,0,11.652963038040273,14.000267668008018,20.14341435997982,0.9792999974174053,96,89,1,1
1537,4.7964856253313295,0,2,26,0,11.978100441306527,14.383515438574223,20.08177347530509,0.49700297251031667,34,40,1,1
1538,27.430408623028086,0,2,6,60,20.91068254135227,20.12234780043608,-3.7700096080422214,0.9960769157965979,33,43,1,0
1539,4.804957475607534,0,0,20,0,17.71574407608278,17.107886336887354,-3.4311725016171644,0.48978597806126634,37,43,1,1
1540,17.8748279935704,0,5,41,30,13.171173721269,12.22751447367491,-7.164579767634946,0.21975126438406734,71,88,1,1
1541,29.630183986552453,0,4,27,15,17.694393551098713,18.18922530100288,2.796545405612065,0.5074523967368567,64,65,1,1
1542,2.7127412044912904,0,3,37,60,5.108450360829514,5.565163371107249,8.940343509642586,0.0395955717990778,42,94,1,1
1543,20.105732941635523,1,3,38,30,7.785702256385898,10.114866256279768,29.91591411016868,0.9047698014219513,34,73,1,1
1544,7.115303042219619,0,2,46,30,17.165904960076855,18.408670763416406,7.239733682726783,0.8185502511944411,69,66,1,0
1545,79.07671132339021,1,1,44,30,17.468703203731348,20.796439376376153,19.049703540294818,0.7258205206942847,48,54,1,1
1546,15.85844091184337,0,1,28,90,20.25682783285597,23.84955472197719,17.73588105090139,0.60982671544246,33,84,1,1
1547,39.35660921844862,0,5,7,90,12.462994940125647,12.236078450641081,-1.8207219899768188,0.5798342336703631,88,71,1,1
1548,19.176269999846667,2,4,7,15,19.17363602893928,17.704990356837964,-7.659713942022531,0.9967282140794629,47,80,1,1
1549,1.0651931827167869,1,1,43,30,18.36358698376398,20.537885275591357,11.84027006134349,0.27799743401993793,53,46,0,1
1550,24.06734360578446,2,3,34,90,24.23126094576683,28.5958498708509,18.01222369257905,0.779684365365578,60,83,1,1
1551,72.58081248299358,0,1,8,90,8.517734754918262,11.067098866397975,29.930071607450255,0.5814047702136574,87,83,1,1
1552,22.08788214609179,0,4,44,90,15.58527083880543,16.262363905161312,4.344442091246836,0.9758805437588852,57,53,1,1
1553,41.0472531529855,1,3,12,15,16.637053284319855,20.938493948495562,25.854582483243853,0.8278031832982524,38,62,1,0
1554,51.7427167236968,3,1,41,15,24.971605583618636,26.289431684276035,5.277298234767461,0.9985251129895927,74,86,1,0
1555,6.212977580076005,4,3,34,30,8.224866985499686,9.670508126984542,17.57646833722052,0.5883249944624463,78,40,1,0
1556,5.719538260323738,0,2,42,60,14.987578419313136,17.07536566166511,13.930117220682103,0.20454395754493504,31,71,1,1
1557,22.65904955302873,1,2,41,30,11.269891461986417,10.381728415910686,-7.8808482678961305,0.5036870356947338,35,80,1,1
1558,12.705058376005855,2,5,28,90,15.043752340158996,14.01107953881318,-6.864462921189661,0.7111111340505746,58,65,1,0
1559,43.96115957205417,1,2,21,90,8.874700644165225,8.060940611929974,-9.169436411021561,0.7743603861815881,55,87,1,1
1560,55.26759248910854,0,1,36,0,4.99985994697725,5.241521346893709,4.833363383759563,0.0005099890159435683,57,48,1,1
1561,10.465451482164353,0,4,39,30,16.02387453185147,19.20173605112624,19.832041950640427,0.505027088502294,36,55,1,1
1562,6.487862750602634,3,3,6,90,11.052940633077476,10.711428615299075,-3.089784240371093,0.23523457997064656,63,70,1,0
1563,36.39646309901877,2,0,23,90,7.820769436717107,8.93398704435784,14.234118735355839,0.8749118332547884,85,41,1,1
1564,7.711586945619978,0,2,45,60,10.802646887638709,10.970424006481364,1.5531112012430988,0.15290544405022855,39,71,0,1
1565,41.50629421245684,0,2,20,0,5.0348842304026435,6.136502045050161,21.87970495916289,0.6664562495748334,86,49,1,1
1566,13.228639218129844,2,0,22,30,23.959286915892168,29.21495918690537,21.935845960119632,0.26606219032492484,76,64,1,0
1567,26.430372076928883,0,0,15,15,16.204106214438468,19.60965525728791,21.01658059865695,0.35654214321427224,56,57,1,0
1568,2.409888414987019,1,1,25,30,21.11014230828752,23.430852143261028,10.99334055205507,0.9405592607568448,68,84,1,1
1569,23.46700965756898,0,3,11,30,12.885482148502339,13.063645638768895,1.3826684031940828,0.24044812540807947,51,73,1,1
1570,14.42534731110684,1,2,13,60,22.9696080188899,28.10969217744785,22.377761755145382,0.09500276182293066,48,68,1,1
1571,21.200642497598515,1,4,39,30,14.14968265259732,13.788019944501707,-2.555977522430344,0.06928490144422583,38,84,0,1
1572,4.41455795815579,1,1,37,60,16.052851766214058,16.30815376527393,1.590384081146235,0.5046151100994621,48,63,0,1
1573,32.04291131396478,1,1,47,60,14.327673581315794,13.949123299144686,-2.6420917535751394,0.641711482284288,31,42,1,0
1574,47.67106231708506,0,4,9,90,19.398844213220684,22.69051893923082,16.968406415505914,0.3272936435708872,90,54,0,1
1575,5.862967840524945,1,4,44,15,15.89977762964331,18.674199966075445,17.44944112463273,0.6902597417930808,88,42,1,1
1576,2.4146450703072233,2,5,25,60,9.703577395188352,11.265892142125539,16.100399711470136,0.061033718573237805,99,94,1,0
1577,0.5741390383577758,0,4,29,0,7.056330157775572,7.523745607699183,6.624058674586713,0.8573346449228768,99,70,1,1
1578,24.651424513190094,3,0,29,0,16.728612166542533,15.726039721810167,-5.993159711942661,0.8165672097392378,62,49,1,0
1579,22.420439359774033,1,2,31,15,14.27277919248776,18.04747018791647,26.446783380600852,0.9854962713920856,94,77,1,1
1580,18.988689921205577,2,5,30,60,6.015489630618372,6.635640807220331,10.309238560489534,0.9365049809018454,54,94,1,1
1581,6.3335199105909314,0,0,41,15,12.307966781658637,13.08077020590254,6.2788877964436605,0.3561971639189281,99,61,1,1
1582,11.898783961564924,0,5,12,90,14.810304862009525,16.81754484754755,13.552995729931732,0.39927538401557716,57,53,1,1
